1,1,1,0,248,SS
1,1,1,79,221,SS
1,1,1,155,237,TT
1,1,1,222,244,TT
1,1,1,374,234,TT
1,1,1,589,241,SS
1,1,1,1035,209,IC
1,1,1,1619,235,TT
1,1,1,1691,239,TT
1,1,1,1844,238,TT
1,1,1,1911,243,TT
1,1,1,1983,247,IC
1,1,1,2055,243,IC
1,1,1,2135,239,IC
1,1,1,2275,247,IC
1,1,3,80,240,IC
1,1,3,372,237,CR
1,1,3,444,242,SC
1,1,3,661,246,TT
1,1,3,1032,237,IC
1,1,3,1251,241,IC
1,1,3,1399,244,SS
1,1,3,1542,244,TT
1,1,3,1760,246,IC
1,1,3,2056,242,ST
1,1,3,2131,242,ST
1,1,4,0,248,SC
1,1,4,199,240,CR
1,1,4,258,243,CR
1,1,4,386,238,SO
1,1,5,76,247,IC
1,1,5,453,235,TT
1,1,5,1417,247,TT
1,1,5,2088,243,TT
1,1,5,2388,245,TT
1,1,6,80,240,IC
1,1,6,300,240,SS
1,1,6,369,240,SS
1,1,6,817,234,IC
1,1,6,959,243,SS
1,1,6,1106,242,TT
1,1,6,1252,241,IC
1,1,6,1474,241,SS
1,1,6,1545,239,SC
1,1,6,1840,237,TT
1,1,6,1910,247,TT
1,1,6,2061,242,IC
1,1,6,2132,244,IC
1,1,6,2207,244,SC
1,1,6,2424,247,SS
1,1,6,2577,238,IC
1,1,6,2869,237,SS
1,1,6,3017,242,SS
1,1,7,69,241,SC
1,1,7,127,240,FS
1,1,7,188,235,SO
1,1,8,0,247,SO
1,1,8,140,245,IC
1,1,9,372,234,SS
1,1,9,951,192,TT
1,1,9,1249,236,FS
1,1,9,1689,243,FS
1,1,9,2270,241,IC
1,1,9,2418,244,IC
1,1,10,0,246,SS
1,1,10,663,248,ST
1,1,10,741,240,ST
1,1,10,811,243,ST
1,1,10,1477,239,TT
1,1,10,1560,230,SO
1,1,10,1622,247,IC
1,1,10,1699,243,IC
1,1,11,144,242,IC
1,1,11,640,241,ST
1,1,11,784,240,CR
1,1,12,73,242,SO
1,1,12,147,235,SS
1,1,12,212,248,ST
1,1,12,356,241,SS
1,1,13,365,242,IC
1,1,13,508,241,TT,FS
1,1,13,721,241,IC
1,1,13,795,242,IC
1,1,14,0,244,IC
1,1,14,79,244,IC
1,1,14,299,249,SC
1,1,14,455,240,SC
1,1,14,528,241,IC
1,1,14,599,246,IC
1,1,14,1722,241,TT
1,1,14,2398,246,IC
1,1,15,446,248,SS
1,1,15,1340,247,SS
1,1,15,1570,242,IC
1,1,15,2161,240,IC
1,1,16,448,242,IC
1,1,16,664,247,TT
1,1,16,738,248,TT
1,1,16,815,241,TT
1,1,16,1032,246,TT
1,1,17,2144,241,IC
1,1,17,2362,247,TT
1,1,18,0,242,IC
1,1,18,73,245,SC
1,1,18,148,245,SC
1,1,18,301,238,TT
1,1,19,0,245,IC
1,1,19,215,243,SS
1,1,20,0,247,SC
1,1,20,75,245,SC
1,1,20,148,243,SC
1,1,20,523,240,IC
1,1,20,668,241,SC
1,1,20,816,246,IC
1,1,20,1112,235,TT
1,1,20,1414,237,TT
1,1,20,1482,239,TT
1,1,20,1927,242,TT
1,1,20,2072,243,TT
1,1,20,2669,242,TT
1,1,20,2739,239,TT
1,1,20,2886,248,IC
1,1,21,74,242,IC
1,1,21,1103,247,TT
1,1,21,1178,242,TT
1,1,22,1761,237,TT
1,1,22,2490,245,IC
1,1,23,738,240,SS
1,1,23,1247,241,IC
1,1,23,1322,241,SS
1,1,23,1396,242,SS
1,1,23,1544,239,SC
1,1,24,0,249,IC
1,1,24,299,246,IC
1,1,24,1266,248,TT
1,1,24,1341,247,TT
1,1,24,1418,244,FS
1,1,24,1640,245,IC
1,1,25,2514,246,TT
1,1,26,521,237,IC
1,1,27,72,242,IC
1,1,27,364,243,SC
1,1,27,437,247,IC
1,1,27,872,247,ST
1,1,27,946,243,SS
1,1,27,1019,240,SC
1,1,27,1093,241,SC
1,1,27,1313,237,SC
1,1,27,1455,243,IC
1,1,27,1601,246,SC
1,1,27,1673,245,SC
1,1,27,1815,247,SC
1,1,29,227,236,TT
1,1,29,1575,248,IC
1,1,30,79,236,SS
1,1,30,145,242,ST
1,1,30,213,245,ST
1,1,30,422,248,IC
1,1,30,636,240,IC
1,1,31,0,247,SS
1,1,31,74,245,SS
1,1,31,374,244,FS
1,1,32,0,244,IC
1,1,33,2366,233,TT
1,1,34,0,240,IC
1,1,35,0,249,FS
1,1,35,79,243,SC
1,1,35,152,242,IC
1,1,35,1454,245,SS
1,1,35,2109,246,IC
1,1,36,0,248,SS
1,1,37,0,249,SC
1,1,37,228,242,TT
1,1,37,814,225,IC
1,1,39,0,249,TT
1,1,39,449,242,IC
1,1,39,665,246,IC
1,1,39,887,240,SC
1,1,39,1113,238,SC
1,1,39,2072,242,SS
